"gene","module","moduleLabel"
"PTP4A1",1,"turquoise"
"SUSD1",2,"blue"
"SCGN",1,"turquoise"
"GMNN",2,"blue"
"HOOK1",1,"turquoise"
"TEF",1,"turquoise"
"GP6",1,"turquoise"
"GAB2",1,"turquoise"
"KIAA0232",3,"brown"
"REN",1,"turquoise"
"PPIH",4,"yellow"
"CTXN1",1,"turquoise"
"RAB11FIP3",4,"yellow"
"BNC2",1,"turquoise"
"DENND1B",1,"turquoise"
"RPS6KL1",1,"turquoise"
"STC1",1,"turquoise"
"ERCC4",1,"turquoise"
"RND1",1,"turquoise"
"NDUFAF1",1,"turquoise"
"PDZD11",1,"turquoise"
"NEU3",1,"turquoise"
"OR7A5",1,"turquoise"
"TOMM40",4,"yellow"
"PCDHB11",1,"turquoise"
"VEGFC",1,"turquoise"
"PRKG1",1,"turquoise"
"MOV10",2,"blue"
"LCK",1,"turquoise"
"SLC17A3",1,"turquoise"
"ACBD3",1,"turquoise"
"LCE2B",1,"turquoise"
"VEPH1",1,"turquoise"
"ACTB",1,"turquoise"
"ZNF268",1,"turquoise"
"KIF11",1,"turquoise"
"SSTR5",1,"turquoise"
"ZNF382",1,"turquoise"
"PARP8",2,"blue"
"PABPN1",2,"blue"
"FLRT1",1,"turquoise"
"DEPDC7",1,"turquoise"
"KIF4A",1,"turquoise"
"KIF15",1,"turquoise"
"MKLN1",1,"turquoise"
"PDE1C",1,"turquoise"
"BPY2",1,"turquoise"
"TNRC6C",1,"turquoise"
"PRLH",1,"turquoise"
"CALCOCO1",5,"green"
"COX7A2",5,"green"
"CLN5",0,"grey"
"DOCK11",6,"red"
"PSG2",1,"turquoise"
"EIF4A1",2,"blue"
"NCOA7",2,"blue"
"CORO1B",2,"blue"
"MOSPD3",1,"turquoise"
"CLDN8",1,"turquoise"
"DEFB103A",1,"turquoise"
"SNRPD3",2,"blue"
"SLC1A7",1,"turquoise"
"SYCN",1,"turquoise"
"TLR3",1,"turquoise"
"EFCAB2",1,"turquoise"
"ARSD",1,"turquoise"
"ZNF692",1,"turquoise"
"ABCD2",1,"turquoise"
"EID3",1,"turquoise"
"AKT1S1",1,"turquoise"
"ASXL2",0,"grey"
"RDM1",1,"turquoise"
"NTN4",1,"turquoise"
"GUSB",2,"blue"
"GTF3C1",1,"turquoise"
"LCMT2",2,"blue"
"ARHGAP4",0,"grey"
"EAF2",0,"grey"
"OR7D2",1,"turquoise"
"ZNF266",1,"turquoise"
"MRC2",1,"turquoise"
"SNAP91",1,"turquoise"
"ACOT4",2,"blue"
"SFRP1",1,"turquoise"
"CSNK1D",3,"brown"
"ARHGAP29",1,"turquoise"
"DFNA5",1,"turquoise"
"MTA2",0,"grey"
"CD300A",3,"brown"
"ZNF678",1,"turquoise"
"DNAJC8",7,"black"
"GATA6",1,"turquoise"
"RAB33A",2,"blue"
"ARMC10",5,"green"
"JAM2",1,"turquoise"
"MAN2C1",2,"blue"
"LOC284379",1,"turquoise"
"MC1R",1,"turquoise"
"MED12",1,"turquoise"
"GEM",1,"turquoise"
"PLCH1",1,"turquoise"
"IRX1",1,"turquoise"
"ZNF319",3,"brown"
"RBPJ",1,"turquoise"
"DEFB106A",1,"turquoise"
"RNF150",1,"turquoise"
"HBS1L",1,"turquoise"
"PURB",1,"turquoise"
"AXIN1",2,"blue"
"NDUFC2",1,"turquoise"
"MFSD3",7,"black"
"CLIP2",1,"turquoise"
"EPN1",3,"brown"
"PDCD5",5,"green"
"CENPE",1,"turquoise"
"ATP6V1G3",1,"turquoise"
"LYZL4",1,"turquoise"
"SREBF2",1,"turquoise"
"NDUFA7",5,"green"
"PPIL4",1,"turquoise"
"EXOC6",1,"turquoise"
"CHCHD2",1,"turquoise"
"UBE2R2",2,"blue"
"COL6A3",1,"turquoise"
"TMPRSS3",1,"turquoise"
"TBK1",6,"red"
"PSMD1",2,"blue"
"RPE",1,"turquoise"
"IFNW1",1,"turquoise"
"CBR4",4,"yellow"
"NTS",1,"turquoise"
"PSMB7",5,"green"
"MT1H",1,"turquoise"
"UEVLD",2,"blue"
"CPN1",1,"turquoise"
"PRRG1",1,"turquoise"
"SLC38A6",2,"blue"
"CA5A",1,"turquoise"
"FAM98B",1,"turquoise"
"CALCB",1,"turquoise"
"ZNF524",2,"blue"
"DGCR5",1,"turquoise"
"GFPT2",1,"turquoise"
"SOS1",1,"turquoise"
"ATP10D",1,"turquoise"
"FAM9B",1,"turquoise"
"MALL",1,"turquoise"
"DDI2",1,"turquoise"
"ODF3L1",1,"turquoise"
"SPERT",1,"turquoise"
"EMD",7,"black"
"IL1RAPL1",1,"turquoise"
"ELOVL3",1,"turquoise"
"AGA",1,"turquoise"
"SPTB",1,"turquoise"
"DOK5",1,"turquoise"
"CYYR1",1,"turquoise"
"EP400",4,"yellow"
"RAB3D",1,"turquoise"
"GPR20",1,"turquoise"
"MAPK1",3,"brown"
"ZNF700",1,"turquoise"
"SOS2",1,"turquoise"
"RPS6KA5",1,"turquoise"
"GALR2",1,"turquoise"
"RPRM",1,"turquoise"
"POMP",1,"turquoise"
"MRPL20",5,"green"
"SPAG1",1,"turquoise"
"FUCA1",1,"turquoise"
"SH3D19",1,"turquoise"
"INPP4B",4,"yellow"
"CLEC11A",1,"turquoise"
"IL6ST",1,"turquoise"
"RAX",1,"turquoise"
"TAAR9",1,"turquoise"
"ADAM33",1,"turquoise"
"ZFYVE26",2,"blue"
"SFRP4",1,"turquoise"
"RALA",4,"yellow"
"DOK6",1,"turquoise"
"CSMD1",1,"turquoise"
"SLC44A1",6,"red"
"JDP2",1,"turquoise"
"LDOC1",2,"blue"
"SOX1",1,"turquoise"
"GRIK5",1,"turquoise"
"COQ10A",2,"blue"
"OSTM1",6,"red"
"NRN1",1,"turquoise"
"CDK5RAP3",2,"blue"
"CYP27B1",1,"turquoise"
"RASGEF1A",1,"turquoise"
"TCFL5",2,"blue"
"KAL1",1,"turquoise"
"STOML3",1,"turquoise"
"TMUB2",3,"brown"
"KATNB1",2,"blue"
"PENK",1,"turquoise"
"POU4F2",1,"turquoise"
"DSCAML1",1,"turquoise"
"SSX4",1,"turquoise"
"TEP1",1,"turquoise"
"NMNAT3",1,"turquoise"
"GFRA4",1,"turquoise"
"SYT8",1,"turquoise"
"OLFML2A",1,"turquoise"
"DARS",2,"blue"
"COPS7A",2,"blue"
"SLC25A28",1,"turquoise"
"TP53RK",5,"green"
"SMPX",1,"turquoise"
"MRPL11",5,"green"
"FCRL3",2,"blue"
"FGF23",1,"turquoise"
"ZNF302",1,"turquoise"
"IFNA16",1,"turquoise"
"ZNF491",1,"turquoise"
"SUPV3L1",2,"blue"
"RTDR1",1,"turquoise"
"EML3",7,"black"
"RPS6KC1",2,"blue"
"NKAP",2,"blue"
"SLCO1B1",1,"turquoise"
"SPATA8",1,"turquoise"
"MEG3",1,"turquoise"
"SLA2",1,"turquoise"
"VPS39",2,"blue"
"GABPA",1,"turquoise"
"FTL",1,"turquoise"
"UBE2S",1,"turquoise"
"FUBP3",1,"turquoise"
"PLOD3",2,"blue"
"PLEKHG1",1,"turquoise"
"MRPL38",3,"brown"
"SH3KBP1",2,"blue"
"SLC4A4",1,"turquoise"
"ACTL7A",1,"turquoise"
"MED12L",1,"turquoise"
"TMPRSS5",1,"turquoise"
"ANKRD2",1,"turquoise"
"RALGPS2",1,"turquoise"
"MTNR1B",1,"turquoise"
"TMEM38B",2,"blue"
"FAM111A",1,"turquoise"
"DENND4A",2,"blue"
"CST8",1,"turquoise"
"SYTL2",1,"turquoise"
"SPRR1B",1,"turquoise"
"NBEAL1",1,"turquoise"
"TRPV2",2,"blue"
"CECR5",7,"black"
"KCNF1",1,"turquoise"
"ALMS1",1,"turquoise"
"EMP1",1,"turquoise"
"UBE2U",1,"turquoise"
"GJA10",1,"turquoise"
"ADAMTS19",1,"turquoise"
"NUSAP1",1,"turquoise"
"SORD",2,"blue"
"ANKRD50",1,"turquoise"
"ADRA2A",1,"turquoise"
"LY6K",1,"turquoise"
"MKI67",1,"turquoise"
"ZKSCAN1",1,"turquoise"
"NHS",1,"turquoise"
"POLR2B",1,"turquoise"
"DNM1",1,"turquoise"
"PAQR7",1,"turquoise"
"HBP1",3,"brown"
"ZNF625",1,"turquoise"
"KIAA0020",4,"yellow"
"TPTE",1,"turquoise"
"FGF5",1,"turquoise"
"OSMR",1,"turquoise"
"AIPL1",1,"turquoise"
"FNTA",4,"yellow"
"TBX10",1,"turquoise"
"MYH3",2,"blue"
"ZNHIT1",2,"blue"
"ALG10",1,"turquoise"
"SUPT16H",2,"blue"
"CDK2AP2",2,"blue"
"EXOSC5",2,"blue"
"SCGB3A2",1,"turquoise"
"PPWD1",4,"yellow"
"USP32",1,"turquoise"
"NEU1",2,"blue"
"SMAD4",1,"turquoise"
"CPT2",0,"grey"
"GMDS",7,"black"
"TCERG1L",1,"turquoise"
"S100A9",1,"turquoise"
"CLDN9",1,"turquoise"
"FSTL4",1,"turquoise"
"NAG18",1,"turquoise"
"WNT8B",1,"turquoise"
"CDC37",7,"black"
"EPHX1",1,"turquoise"
"ATP5A1",7,"black"
"RPS6KB1",1,"turquoise"
"DMGDH",1,"turquoise"
"ASH2L",2,"blue"
"DGCR2",3,"brown"
"KIF13A",1,"turquoise"
"SGCA",1,"turquoise"
"MYF5",1,"turquoise"
"SPRY4",1,"turquoise"
"UPK3A",1,"turquoise"
"MRGPRE",1,"turquoise"
"HILS1",1,"turquoise"
"PLAG1",1,"turquoise"
"ABCF1",2,"blue"
"NR0B1",1,"turquoise"
"NMUR2",1,"turquoise"
"ARHGEF2",3,"brown"
"ARHGAP24",1,"turquoise"
"RBBP8",1,"turquoise"
"CCNB2",1,"turquoise"
"PSMC2",1,"turquoise"
"MRGPRX2",1,"turquoise"
"TJAP1",7,"black"
"SLC35F4",1,"turquoise"
"NXF3",1,"turquoise"
"USP53",1,"turquoise"
"DMBT1",1,"turquoise"
"PLA2G4F",1,"turquoise"
"PRPF4B",2,"blue"
"ADAM18",1,"turquoise"
"KIAA1432",1,"turquoise"
"KCTD11",1,"turquoise"
"TMEM125",1,"turquoise"
"CCDC3",1,"turquoise"
"PBX4",2,"blue"
"CHRDL1",1,"turquoise"
"CPEB3",2,"blue"
"TAX1BP3",2,"blue"
"NPEPPS",6,"red"
"NEDD4L",1,"turquoise"
"PTPN3",1,"turquoise"
"CNTNAP3",1,"turquoise"
"MRPS26",4,"yellow"
"DRP2",1,"turquoise"
"WASF1",1,"turquoise"
"TCP11L1",1,"turquoise"
"PLEKHB1",2,"blue"
"MED6",1,"turquoise"
"NRK",1,"turquoise"
"GDAP1",1,"turquoise"
"CHCHD4",5,"green"
"CAMK2G",3,"brown"
"USP28",1,"turquoise"
"CLEC14A",1,"turquoise"
"KREMEN1",1,"turquoise"
"HSPA1L",2,"blue"
"KRT8",1,"turquoise"
"BTNL8",1,"turquoise"
"HAMP",1,"turquoise"
"TSPAN17",7,"black"
"ARMCX1",1,"turquoise"
"COX4I1",5,"green"
"ATF5",1,"turquoise"
"CDYL2",1,"turquoise"
"NAT8",1,"turquoise"
"SYT6",1,"turquoise"
"PHKA1",1,"turquoise"
"SKIV2L2",1,"turquoise"
"GPR35",1,"turquoise"
"ANP32B",2,"blue"
"B3GAT1",1,"turquoise"
"ANKS1A",3,"brown"
"PRPSAP2",1,"turquoise"
"OR5P2",1,"turquoise"
"STEAP1",1,"turquoise"
"SLCO2B1",1,"turquoise"
"F8",1,"turquoise"
"TNFRSF18",1,"turquoise"
"IFNA21",1,"turquoise"
"KHSRP",1,"turquoise"
"NR2C2",1,"turquoise"
"F9",1,"turquoise"
"UGT2A1",1,"turquoise"
"CAPN5",1,"turquoise"
"VCAM1",1,"turquoise"
"VDAC1",1,"turquoise"
"ZNF490",1,"turquoise"
"ROCK2",1,"turquoise"
"TIAF1",1,"turquoise"
"EZH2",1,"turquoise"
"CIRH1A",4,"yellow"
"SH2D2A",1,"turquoise"
"CPA4",1,"turquoise"
"DHFRL1",2,"blue"
"RASGRF2",1,"turquoise"
"PRDM14",1,"turquoise"
"CLPS",1,"turquoise"
"DDOST",1,"turquoise"
"IQGAP3",1,"turquoise"
"CDK6",4,"yellow"
"RPL3",3,"brown"
"PDGFA",1,"turquoise"
"BZW2",4,"yellow"
"FAM71A",1,"turquoise"
"CIZ1",1,"turquoise"
"CUL4A",2,"blue"
"TERF1",2,"blue"
"TFDP3",1,"turquoise"
"PCGF3",1,"turquoise"
"TNFAIP8L2",3,"brown"
"APOBEC3C",1,"turquoise"
"TPM2",2,"blue"
"GTF2IRD2B",1,"turquoise"
"NDUFA13",5,"green"
"MAP1LC3B",3,"brown"
"TAF11",1,"turquoise"
"CIB4",1,"turquoise"
"PAN3",6,"red"
"RRM1",4,"yellow"
"RNF44",0,"grey"
"CRYAB",1,"turquoise"
"POU3F1",1,"turquoise"
"MIA2",1,"turquoise"
"FBXW11",1,"turquoise"
"DBNL",3,"brown"
"HPCAL1",1,"turquoise"
"AGTR2",1,"turquoise"
"TGDS",5,"green"
"OXTR",1,"turquoise"
"DPYSL3",1,"turquoise"
"SARM1",2,"blue"
"IGFBP6",1,"turquoise"
"PRELID1",2,"blue"
"TMEM102",1,"turquoise"
"CEP63",1,"turquoise"
"OR10C1",1,"turquoise"
"BAGE2",1,"turquoise"
"GLB1",0,"grey"
"RNF31",2,"blue"
"NID2",1,"turquoise"
"MMP17",1,"turquoise"
"FRRS1",1,"turquoise"
"CA9",1,"turquoise"
"PDGFD",0,"grey"
"ARHGAP20",1,"turquoise"
"CCNB1",1,"turquoise"
"PRM3",1,"turquoise"
"SPOCD1",1,"turquoise"
"DOK1",1,"turquoise"
"LENG8",1,"turquoise"
"MAPK13",2,"blue"
"MAGEA8",1,"turquoise"
"NIT1",2,"blue"
"CYP2S1",1,"turquoise"
"TMEM100",1,"turquoise"
"MAGOH",1,"turquoise"
"PDZD4",1,"turquoise"
"STX8",1,"turquoise"
"CHRFAM7A",1,"turquoise"
"GRHL1",1,"turquoise"
"ABCB11",1,"turquoise"
"PMCH",1,"turquoise"
"EFNA1",1,"turquoise"
"RGL1",2,"blue"
"CA14",1,"turquoise"
"CHD9",1,"turquoise"
"IVD",1,"turquoise"
"PIN1",4,"yellow"
"PTGIR",1,"turquoise"
"AVPR1A",1,"turquoise"
"MMP26",1,"turquoise"
"ZNF257",1,"turquoise"
"SRPR",0,"grey"
"PRR7",1,"turquoise"
"MRPS35",1,"turquoise"
"GRTP1",1,"turquoise"
"ASB8",2,"blue"
"ABHD10",5,"green"
"PGC",1,"turquoise"
"CHMP4C",1,"turquoise"
"TAT",1,"turquoise"
"FAT2",1,"turquoise"
"DNAJC15",1,"turquoise"
"SLC18A2",1,"turquoise"
"ZAK",1,"turquoise"
"ATP2B4",0,"grey"
"IFT74",2,"blue"
"PPP1R3C",1,"turquoise"
"RAB27A",1,"turquoise"
"TAS2R39",1,"turquoise"
"OR7C1",1,"turquoise"
"SMCR8",1,"turquoise"
"VSIG1",1,"turquoise"
"DUSP23",1,"turquoise"
"CDH18",1,"turquoise"
"PTPRN",1,"turquoise"
"HSD17B8",4,"yellow"
"LIF",1,"turquoise"
"PAPOLG",1,"turquoise"
"TACC1",3,"brown"
"SLC45A1",1,"turquoise"
"CDC6",1,"turquoise"
"FSD2",1,"turquoise"
"PPP1R9A",1,"turquoise"
"MS4A12",1,"turquoise"
"HIST1H1E",1,"turquoise"
"ARSE",1,"turquoise"
"DLK1",1,"turquoise"
"CD244",1,"turquoise"
"SLC27A2",1,"turquoise"
"IL13RA2",1,"turquoise"
"PNLIPRP1",1,"turquoise"
"FAM76B",1,"turquoise"
"PPP1R10",3,"brown"
"YARS",1,"turquoise"
"CCDC33",1,"turquoise"
"FMR1",1,"turquoise"
"ZNF365",1,"turquoise"
"KRTAP3-1",1,"turquoise"
"PHF11",1,"turquoise"
"EFCAB1",1,"turquoise"
"PTPN14",1,"turquoise"
"SERPINF1",1,"turquoise"
"RPS27L",1,"turquoise"
"IL2RA",1,"turquoise"
"CACNA1I",1,"turquoise"
"ALKBH8",2,"blue"
"BUB1B",1,"turquoise"
"SCARNA15",1,"turquoise"
"DDIT4L",1,"turquoise"
"MBOAT1",1,"turquoise"
"ARSG",3,"brown"
"H2BFXP",1,"turquoise"
"MYOD1",1,"turquoise"
"NDUFS1",1,"turquoise"
"PAX1",1,"turquoise"
"EPB41L2",1,"turquoise"
"WBSCR17",1,"turquoise"
"CPM",1,"turquoise"
"SIT1",3,"brown"
"OCLN",1,"turquoise"
"ENPP6",1,"turquoise"
"OTOS",1,"turquoise"
"TUFM",1,"turquoise"
"PGR",1,"turquoise"
"OR10H3",1,"turquoise"
"KIF14",1,"turquoise"
"S100A16",1,"turquoise"
"PCDHB1",1,"turquoise"
"MAEL",1,"turquoise"
"CCDC12",7,"black"
"PCMT1",6,"red"
"GTF2H5",5,"green"
"UGT2B15",1,"turquoise"
"MORC2",2,"blue"
"TYROBP",1,"turquoise"
"PRPF31",1,"turquoise"
"DAPK1",1,"turquoise"
"SPECC1",1,"turquoise"
"ZNF200",1,"turquoise"
"LHFPL3",1,"turquoise"
"MPP4",1,"turquoise"
"TMEM69",5,"green"
"MBL2",1,"turquoise"
"EFNA4",1,"turquoise"
"LOC93622",5,"green"
"REPS1",1,"turquoise"
"ZNF595",1,"turquoise"
"CLDN7",1,"turquoise"
"SEPP1",1,"turquoise"
"TSPAN32",2,"blue"
"DVL1",1,"turquoise"
"ASB2",1,"turquoise"
"NTF3",1,"turquoise"
"FOLR1",1,"turquoise"
"HN1",2,"blue"
"ADH7",1,"turquoise"
"MYO18B",1,"turquoise"
"REL",2,"blue"
"TIGD6",1,"turquoise"
"SNTB2",2,"blue"
"MLXIPL",1,"turquoise"
"CRYBA1",1,"turquoise"
"CD99",0,"grey"
"ST3GAL2",1,"turquoise"
"SLC44A3",1,"turquoise"
"NNMT",1,"turquoise"
"GCC1",2,"blue"
"OR12D2",1,"turquoise"
"PROCR",1,"turquoise"
"GPX2",1,"turquoise"
"WIPI2",1,"turquoise"
"LEMD2",0,"grey"
"IL3RA",1,"turquoise"
"LMNB2",2,"blue"
"FBXL16",2,"blue"
"SPC25",1,"turquoise"
"PLEKHA7",1,"turquoise"
"POP5",5,"green"
"PROZ",1,"turquoise"
"TNFSF18",1,"turquoise"
"RBM41",1,"turquoise"
"TMEM35",1,"turquoise"
"ZP2",1,"turquoise"
"SUZ12",6,"red"
"DHH",1,"turquoise"
"PIP5K1C",1,"turquoise"
"ELSPBP1",1,"turquoise"
"SPINK2",1,"turquoise"
"MMP23A",1,"turquoise"
"GTF3C4",1,"turquoise"
"ZNF208",1,"turquoise"
"HSPA12B",1,"turquoise"
"RIPK1",2,"blue"
"OR5V1",1,"turquoise"
"ASCC1",2,"blue"
"OLFML2B",1,"turquoise"
"RARA",1,"turquoise"
"PNPO",7,"black"
"TRAF1",1,"turquoise"
"GAD1",1,"turquoise"
"PTPN20B",1,"turquoise"
"CBLL1",1,"turquoise"
"POLI",1,"turquoise"
"KIF20A",1,"turquoise"
"NRAP",1,"turquoise"
"SIAH1",1,"turquoise"
"RBL2",1,"turquoise"
"ADCY1",1,"turquoise"
"SNX17",2,"blue"
"TMEM185A",2,"blue"
"ISLR",1,"turquoise"
"ZNF703",1,"turquoise"
"ZNF468",1,"turquoise"
"ERF",1,"turquoise"
"P2RY2",1,"turquoise"
"AMELY",1,"turquoise"
"METTL3",4,"yellow"
"ALDH9A1",3,"brown"
"PPID",1,"turquoise"
"NAV3",1,"turquoise"
"KIR2DS1",1,"turquoise"
"KNTC1",2,"blue"
"DHX57",1,"turquoise"
"SPATA12",1,"turquoise"
"SAMHD1",1,"turquoise"
"BFAR",1,"turquoise"
"NFYC",3,"brown"
"ATP6V0A2",0,"grey"
"CCNA2",1,"turquoise"
"OR10A5",1,"turquoise"
"COL6A2",1,"turquoise"
"RPL36AL",1,"turquoise"
"DDX31",1,"turquoise"
"STXBP1",1,"turquoise"
"TSPAN16",1,"turquoise"
"IQCF2",1,"turquoise"
"RTN2",1,"turquoise"
"PHF20",1,"turquoise"
"MGC70870",1,"turquoise"
"DDX3X",3,"brown"
"SEC22C",2,"blue"
"TMEM116",4,"yellow"
"AGPAT1",1,"turquoise"
"SEMA7A",1,"turquoise"
"RCOR2",1,"turquoise"
"MCF2L2",1,"turquoise"
"FAM69A",1,"turquoise"
"PRC1",1,"turquoise"
"AHR",1,"turquoise"
"KIAA1715",1,"turquoise"
"VCY",1,"turquoise"
"DYNC1LI2",2,"blue"
"CYP11A1",1,"turquoise"
"DKK1",1,"turquoise"
"STK10",3,"brown"
"SGOL2",1,"turquoise"
"TLE2",1,"turquoise"
"GPRC6A",1,"turquoise"
"CHMP4B",3,"brown"
"A2ML1",1,"turquoise"
"CLLU1",1,"turquoise"
"PTPN21",1,"turquoise"
"PDCD7",2,"blue"
"MYH4",2,"blue"
"PSMB3",2,"blue"
"DDX25",1,"turquoise"
"UCN2",1,"turquoise"
"CCNT1",1,"turquoise"
"LGR4",1,"turquoise"
"RNASEH1",4,"yellow"
"HIST1H1B",1,"turquoise"
"PCDHGA8",1,"turquoise"
"ZNF25",5,"green"
"DDB1",1,"turquoise"
"SNTG2",1,"turquoise"
"B3GAT2",1,"turquoise"
"CDH23",1,"turquoise"
"SLC5A7",1,"turquoise"
"KDELR1",2,"blue"
"DYRK3",1,"turquoise"
"SYNJ1",1,"turquoise"
"SFTPB",1,"turquoise"
"INSR",1,"turquoise"
"ZNF493",2,"blue"
"PARP16",1,"turquoise"
"SSR1",6,"red"
"SIX1",1,"turquoise"
"DYRK1B",1,"turquoise"
"VN1R4",1,"turquoise"
"SBK1",2,"blue"
"PTPRE",1,"turquoise"
"ERCC5",1,"turquoise"
"CNFN",1,"turquoise"
"ATP10A",1,"turquoise"
"FAM71C",1,"turquoise"
"ING4",2,"blue"
"KCNV1",1,"turquoise"
"CCNK",3,"brown"
"CLIC2",1,"turquoise"
"FAP",1,"turquoise"
"CATSPER1",1,"turquoise"
"TCEAL7",1,"turquoise"
"TSPAN15",1,"turquoise"
"NTSR1",1,"turquoise"
"TTC6",1,"turquoise"
"SPO11",1,"turquoise"
"PSMD12",2,"blue"
